from,to,hundredth,thousandth
5307,1409,0,0
5307,1410,1,0
5307,1411,0,0
5307,1501,0,0
5307,1502,0,0
5307,1503,0,0
5307,1504,0,0
5307,1505,0,0
5307,1506,0,0
5307,1507,0,0
5307,1508,0,0
5307,1509,0,0
5307,1522,0,0
5307,1525,0,0
5307,1529,0,0
5307,2101,0,0
5307,2102,0,0
5307,2103,0,0
5307,2104,0,0
5307,2105,0,0
5307,2106,0,0
5307,2107,0,0
5307,2108,0,0
5307,2109,0,0
5307,2110,0,0
5307,2111,0,0
5307,2112,0,0
5307,2113,0,0
5307,2114,0,0
5307,2201,0,0
5307,2202,0,0
5307,2203,0,0
5307,2204,0,0
5307,2205,0,0
5307,2206,0,0
5307,2207,0,0
5307,2208,0,0
5307,2224,0,0
5307,2301,0,0
5307,2302,0,0
5307,2303,0,0
5307,2304,0,0
5307,2305,0,0
5307,2306,0,0
5307,2307,0,0
5307,2308,0,0
5307,2309,0,0
5307,2310,0,0
5307,2311,0,0
5307,2312,0,0
5307,2327,0,0
5307,3101,0,0
5307,3201,0,0
5307,3202,0,0
5307,3203,0,0
5307,3204,0,0
5307,3205,0,0
5307,3206,0,0
5307,3207,0,0
5307,3208,0,0
5307,3209,0,0
5307,3210,0,0
5307,3211,0,0
5307,3212,1,0
5307,3213,0,0
5307,3301,0,0
5307,3302,0,0
5307,3303,3,0
5307,3304,0,0
5307,3305,0,0
5307,3306,0,0
5307,3307,5,1
5307,3308,3,0
5307,3309,0,0
5307,3310,0,0
5307,3311,0,0
5307,3401,0,0
5307,3402,0,0
5307,3403,0,0
5307,3404,0,0
5307,3405,0,0
5307,3406,0,0
5307,3407,0,0
5307,3408,0,0
5307,3410,0,0
5307,3411,0,0
5307,3412,1,0
5307,3413,0,0
5307,3415,0,0
5307,3416,0,0
5307,3417,0,0
5307,3418,0,0
5307,3501,3,0
5307,3502,0,0
5307,3503,0,0
5307,3504,0,0
5307,3505,4,0
5307,3506,0,0
5307,3507,0,0
5307,3508,0,0
5307,3509,0,0
5307,3601,0,0
5307,3602,0,0
5307,3603,0,0
5307,3604,0,0
5307,3605,0,0
5307,3606,0,0
5307,3607,0,0
5307,3608,0,0
5307,3609,0,0
5307,3610,0,0
5307,3611,0,0
5307,3701,0,0
5307,3702,0,0
5307,3703,0,0
5307,3704,0,0
5307,3705,0,0
5307,3706,0,0
5307,3707,0,0
5307,3708,0,0
5307,3709,0,0
5307,3710,0,0
5307,3711,0,0
5307,3713,0,0
5307,3714,0,0
5307,3715,0,0
5307,3716,0,0
5307,3717,0,0
5307,4101,0,0
5307,4102,0,0
5307,4103,0,0
5307,4104,0,0
5307,4105,0,0
5307,4106,0,0
5307,4107,0,0
5307,4108,0,0
5307,4109,0,0
5307,4110,0,0
5307,4111,0,0
5307,4112,0,0
5307,4113,0,0
5307,4114,0,0
5307,4115,0,0
5307,4116,0,0
5307,4117,0,0
5307,4201,0,0
5307,4202,0,0
5307,4203,0,0
5307,4205,2,0
5307,4206,0,0
5307,4207,0,0
5307,4208,0,0
5307,4209,0,0
5307,4210,0,0
5307,4211,0,0
5307,4212,0,0
5307,4213,0,0
5307,4228,1,0
5307,4290,1,0
5307,4301,0,0
5307,4302,0,0
5307,4303,0,0
5307,4304,4,0
5307,4305,14,1
5307,4306,0,0
5307,4307,0,0
5307,4308,0,0
5307,4309,0,0
5307,4310,0,0
5307,4311,0,0
5307,4312,0,0
5307,4313,0,0
5307,4331,0,0
5307,4401,0,0
5307,4402,0,0
5307,4403,0,0
5307,4404,0,0
5307,4405,0,0
5307,4406,3,0
5307,4407,0,0
5307,4408,0,0
5307,4409,0,0
5307,4412,0,0
5307,4413,0,0
5307,4414,0,0
5307,4415,0,0
5307,4416,0,0
5307,4417,0,0
5307,4418,0,0
5307,4419,0,0
5307,4420,0,0
5307,4451,0,0
5307,4452,0,0
5307,4453,0,0
5307,4501,0,0
5307,4502,0,0
5307,4503,2,0
5307,4504,0,0
5307,4505,0,0
5307,4506,0,0
5307,4507,0,0
5307,4508,0,0
5307,4509,1,0
5307,4510,0,0
5307,4511,0,0
5307,4512,0,0
5307,4513,0,0
5307,4514,0,0
5307,4601,0,0
5307,4602,0,0
5307,4690,0,0
5307,5000,15,1
5307,5101,2,0
5307,5103,19,2
5307,5104,22,2
5307,5105,3,0
5307,5106,0,0
5307,5107,1,0
5307,5108,1,0
5307,5109,3,0
5307,5110,14,1
5307,5111,4,0
5307,5113,2,0
5307,5114,0,0
5307,5115,5,1
5307,5116,5,1
5307,5117,0,0
5307,5118,0,0
5307,5119,0,0
5307,5120,8,1
5307,5132,0,0
5307,5133,0,0
5307,5134,8,1
5307,5201,1,0
5307,5202,0,0
5307,5203,3,0
5307,5204,1,0
5307,5205,2,0
5307,5206,0,0
5307,5223,0,0
5307,5226,0,0
5307,5227,0,0
5307,5301,37,4
5307,5303,1,0
5307,5304,0,0
5307,5305,1,0
5307,5306,5,1
5307,5307,10121,1012
5307,5308,2,0
5307,5309,0,0
5307,5323,4,0
5307,5325,0,0
5307,5326,0,0
5307,5328,6,1
5307,5329,29,3
5307,5331,0,0
5307,5333,5,1
5307,5334,11,1
5307,5401,0,0
5307,5402,0,0
5307,5403,0,0
5307,5404,0,0
5307,5405,0,0
5307,5406,0,0
5307,5425,0,0
5307,6101,0,0
5307,6102,0,0
5307,6103,0,0
5307,6104,0,0
5307,6105,0,0
5307,6106,0,0
5307,6107,0,0
5307,6108,0,0
5307,6109,0,0
5307,6110,0,0
5307,6201,0,0
5307,6202,0,0
5307,6203,0,0
5307,6204,0,0
5307,6205,0,0
5307,6206,0,0
5307,6207,0,0
5307,6208,0,0
5307,6209,0,0
5307,6210,0,0
5307,6211,0,0
5307,6212,0,0
5307,6229,0,0
5307,6230,0,0
5307,6301,0,0
5307,6302,0,0
5307,6322,0,0
5307,6323,0,0
5307,6325,0,0
5307,6326,0,0
5307,6327,0,0
5307,6328,0,0
5307,6401,0,0
5307,6402,0,0
5307,6403,0,0
5307,6404,0,0
5307,6405,0,0
5307,6501,0,0
5307,6502,0,0
5307,6504,0,0
5307,6505,0,0
5307,6523,0,0
5307,6527,0,0
5307,6528,0,0
5307,6529,0,0
5307,6530,0,0
5307,6531,0,0
5307,6532,0,0
5307,6540,0,0
5307,6542,0,0
5307,6543,0,0
5307,6590,0,0
5308,90,6,1
5308,1101,0,0
5308,1201,0,0
5308,1301,4,0
5308,1302,0,0
5308,1303,0,0
5308,1304,0,0
5308,1305,0,0
5308,1306,0,0
5308,1307,0,0
5308,1308,0,0
5308,1309,0,0
5308,1310,3,0
5308,1311,0,0
5308,1401,0,0
5308,1402,0,0
5308,1403,0,0
5308,1404,0,0
5308,1405,0,0
5308,1406,0,0
5308,1407,0,0
5308,1408,0,0
5308,1409,0,0
5308,1410,0,0
5308,1411,0,0
5308,1501,0,0
5308,1502,0,0
5308,1503,0,0
5308,1504,0,0
5308,1505,0,0
5308,1506,0,0
5308,1507,0,0
5308,1508,0,0
5308,1509,0,0
5308,1522,0,0
5308,1525,0,0
5308,1529,0,0
5308,2101,0,0
5308,2102,0,0
5308,2103,0,0
5308,2104,0,0
5308,2105,0,0
5308,2106,0,0
5308,2107,0,0
5308,2108,0,0
5308,2109,0,0
5308,2110,0,0
5308,2111,0,0
5308,2112,0,0
5308,2113,0,0
5308,2114,0,0
5308,2201,0,0
5308,2202,0,0
5308,2203,1,0
5308,2204,0,0
5308,2205,0,0
5308,2206,0,0
5308,2207,0,0
5308,2208,0,0
5308,2224,0,0
5308,2301,0,0
5308,2302,0,0
5308,2303,0,0
5308,2304,0,0
5308,2305,0,0
5308,2306,0,0
5308,2307,0,0
5308,2308,0,0
5308,2309,0,0
5308,2310,0,0
5308,2311,0,0
5308,2312,0,0
5308,2327,0,0
5308,3101,0,0
5308,3201,0,0
5308,3202,0,0
5308,3203,0,0
5308,3204,0,0
5308,3205,0,0
5308,3206,0,0
5308,3207,4,0
5308,3208,0,0
5308,3209,0,0
5308,3210,0,0
5308,3211,0,0
5308,3212,0,0
5308,3213,1,0
5308,3301,0,0
5308,3302,1,0
5308,3303,0,0
5308,3304,0,0
5308,3305,0,0
5308,3306,3,0
5308,3307,0,0
5308,3308,0,0
5308,3309,0,0
5308,3310,0,0
5308,3311,0,0
5308,3401,0,0
5308,3402,0,0
5308,3403,0,0
5308,3404,0,0
5308,3405,0,0
5308,3406,0,0
5308,3407,0,0
5308,3408,0,0
5308,3410,0,0
5308,3411,0,0
5308,3412,0,0
5308,3413,0,0
5308,3415,0,0
5308,3416,0,0
5308,3417,0,0
5308,3418,0,0
5308,3501,9,1
5308,3502,0,0
5308,3503,0,0
5308,3504,0,0
5308,3505,0,0
5308,3506,0,0
5308,3507,0,0
5308,3508,0,0
5308,3509,0,0
5308,3601,1,0
5308,3602,0,0
5308,3603,0,0
5308,3604,0,0
5308,3605,1,0
5308,3606,0,0
5308,3607,1,0
5308,3608,24,2
5308,3609,3,0
5308,3610,0,0
5308,3611,0,0
5308,3701,0,0
5308,3702,0,0
5308,3703,0,0
5308,3704,0,0
5308,3705,0,0
5308,3706,0,0
5308,3707,0,0
5308,3708,0,0
5308,3709,0,0
5308,3710,0,0
5308,3711,0,0
5308,3713,0,0
5308,3714,0,0
5308,3715,0,0
5308,3716,0,0
5308,3717,0,0
5308,4101,1,0
5308,4102,0,0
5308,4103,1,0
5308,4104,0,0
5308,4105,0,0
5308,4106,0,0
5308,4107,0,0
5308,4108,0,0
5308,4109,0,0
5308,4110,0,0
5308,4111,0,0
5308,4112,0,0
5308,4113,0,0
5308,4114,0,0
5308,4115,0,0
5308,4116,4,0
5308,4117,6,1
5308,4201,0,0
5308,4202,0,0
5308,4203,0,0
5308,4205,0,0
5308,4206,0,0
5308,4207,0,0
5308,4208,0,0
5308,4209,0,0
5308,4210,1,0
5308,4211,0,0
5308,4212,0,0
5308,4213,1,0
5308,4228,0,0
5308,4290,1,0
5308,4301,1,0
5308,4302,4,0
5308,4303,0,0
5308,4304,21,2
5308,4305,40,4
5308,4306,1,0
5308,4307,0,0
5308,4308,0,0
5308,4309,0,0
5308,4310,3,0
5308,4311,1,0
5308,4312,0,0
5308,4313,6,1
5308,4331,0,0
5308,4401,0,0
5308,4402,0,0
5308,4403,0,0
5308,4404,0,0
5308,4405,1,0
5308,4406,0,0
5308,4407,0,0
5308,4408,7,1
5308,4409,7,1
5308,4412,1,0
5308,4413,0,0
5308,4414,3,0
5308,4415,0,0
5308,4416,0,0
5308,4417,0,0
5308,4418,0,0
5308,4419,0,0
5308,4420,0,0
5308,4451,0,0
5308,4452,0,0
5308,4453,0,0
5308,4501,4,0
5308,4502,1,0
5308,4503,0,0
5308,4504,0,0
5308,4505,0,0
5308,4506,0,0
5308,4507,0,0
5308,4508,0,0
5308,4509,0,0
5308,4510,1,0
5308,4511,0,0
5308,4512,0,0
5308,4513,0,0
5308,4514,0,0
5308,4601,0,0
5308,4602,0,0
5308,4690,0,0
5308,5000,63,6
5308,5101,6,1
5308,5103,19,2
5308,5104,3,0
5308,5105,40,4
5308,5106,1,0
5308,5107,10,1
5308,5108,1,0
5308,5109,11,1
5308,5110,17,2
5308,5111,7,1
5308,5113,3,0
5308,5114,4,0
5308,5115,9,1
5308,5116,24,2
5308,5117,4,0
5308,5118,1,0
5308,5119,1,0
5308,5120,9,1
5308,5132,0,0
5308,5133,0,0
5308,5134,6,1
5308,5201,1,0
5308,5202,7,1
5308,5203,4,0
5308,5204,0,0
5308,5205,0,0
5308,5206,1,0
5308,5223,1,0
5308,5226,0,0
5308,5227,0,0
5308,5301,40,4
5308,5303,32,3
5308,5304,24,2
5308,5305,7,1
5308,5306,159,16
5308,5307,7,1
5308,5308,28737,2874
5308,5309,50,5
5308,5323,19,2
5308,5325,103,10
5308,5326,4,0
5308,5328,63,6
5308,5329,56,6
5308,5331,3,0
5308,5333,36,4
5308,5334,4,0
5308,5401,0,0
5308,5402,0,0
5308,5403,0,0
5308,5404,0,0
5308,5405,0,0
5308,5406,0,0
5308,5425,0,0
5308,6101,0,0
5308,6102,0,0
5308,6103,0,0
5308,6104,0,0
5308,6105,0,0
5308,6106,1,0
5308,6107,0,0
5308,6108,0,0
5308,6109,0,0
5308,6110,0,0
5308,6201,0,0
5308,6202,0,0
5308,6203,0,0
5308,6204,0,0
5308,6205,0,0
5308,6206,0,0
5308,6207,0,0
5308,6208,0,0
5308,6209,0,0
5308,6210,0,0
5308,6211,0,0
5308,6212,0,0
5308,6229,0,0
5308,6230,0,0
5308,6301,0,0
5308,6302,0,0
5308,6322,0,0
5308,6323,0,0
5308,6325,0,0
5308,6326,0,0
5308,6327,0,0
5308,6328,0,0
5308,6401,0,0
5308,6402,0,0
5308,6403,0,0
5308,6404,0,0
5308,6405,0,0
5308,6501,0,0
5308,6502,0,0
5308,6504,0,0
5308,6505,0,0
5308,6523,0,0
5308,6527,0,0
5308,6528,0,0
5308,6529,0,0
5308,6530,0,0
5308,6531,0,0
5308,6532,0,0
5308,6540,0,0
5308,6542,0,0
5308,6543,0,0
5308,6590,0,0
5309,90,3,0
5309,1101,2,0
5309,1201,0,0
5309,1301,0,0
5309,1302,0,0
5309,1303,0,0
5309,1304,0,0
5309,1305,0,0
5309,1306,1,0
5309,1307,0,0
5309,1308,0,0
5309,1309,0,0
5309,1310,0,0
5309,1311,0,0
5309,1401,0,0
5309,1402,0,0
5309,1403,0,0
5309,1404,0,0
5309,1405,0,0
5309,1406,0,0
5309,1407,0,0
5309,1408,0,0
5309,1409,0,0
5309,1410,0,0
5309,1411,0,0
5309,1501,0,0
5309,1502,0,0
5309,1503,0,0
5309,1504,0,0
5309,1505,0,0
5309,1506,0,0
5309,1507,0,0
5309,1508,0,0
5309,1509,0,0
5309,1522,0,0
5309,1525,0,0
5309,1529,0,0
5309,2101,0,0
5309,2102,1,0
5309,2103,0,0
5309,2104,0,0
5309,2105,0,0
5309,2106,0,0
5309,2107,0,0
5309,2108,0,0
5309,2109,0,0
5309,2110,0,0
5309,2111,0,0
5309,2112,0,0
5309,2113,0,0
5309,2114,0,0
5309,2201,0,0
5309,2202,3,0
5309,2203,0,0
5309,2204,0,0
5309,2205,0,0
5309,2206,0,0
5309,2207,0,0
5309,2208,0,0
5309,2224,0,0
5309,2301,0,0
5309,2302,0,0
5309,2303,0,0
5309,2304,0,0
5309,2305,0,0
5309,2306,0,0
5309,2307,0,0
5309,2308,0,0
5309,2309,0,0
5309,2310,2,0
5309,2311,0,0
5309,2312,0,0
5309,2327,0,0
5309,3101,0,0
5309,3201,0,0
5309,3202,0,0
5309,3203,0,0
5309,3204,0,0
5309,3205,1,0
5309,3206,0,0
5309,3207,0,0
5309,3208,0,0
5309,3209,0,0
5309,3210,0,0
5309,3211,0,0
5309,3212,0,0
5309,3213,0,0
5309,3301,0,0
5309,3302,3,0
5309,3303,0,0
5309,3304,0,0
5309,3305,0,0
5309,3306,0,0
5309,3307,1,0
5309,3308,0,0
5309,3309,0,0
5309,3310,0,0
5309,3311,0,0
5309,3401,0,0
5309,3402,0,0
5309,3403,0,0
5309,3404,0,0
5309,3405,0,0
5309,3406,0,0
5309,3407,0,0
5309,3408,0,0
5309,3410,2,0
5309,3411,0,0
5309,3412,0,0
5309,3413,0,0
5309,3415,0,0
5309,3416,0,0
5309,3417,0,0
5309,3418,0,0
5309,3501,2,0
5309,3502,0,0
5309,3503,0,0
5309,3504,0,0
5309,3505,2,0
5309,3506,0,0
5309,3507,0,0
5309,3508,0,0
5309,3509,0,0
5309,3601,3,0
5309,3602,0,0
5309,3603,0,0
5309,3604,0,0
5309,3605,0,0
5309,3606,0,0
5309,3607,0,0
5309,3608,0,0
5309,3609,0,0
5309,3610,0,0
5309,3611,0,0
5309,3701,0,0
5309,3702,0,0
5309,3703,0,0
5309,3704,0,0
5309,3705,0,0
5309,3706,0,0
5309,3707,0,0
5309,3708,0,0
5309,3709,0,0
5309,3710,2,0
5309,3711,0,0
5309,3713,0,0
5309,3714,0,0
5309,3715,0,0
5309,3716,0,0
5309,3717,0,0
5309,4101,0,0
5309,4102,0,0
5309,4103,3,0
5309,4104,1,0
5309,4105,0,0
5309,4106,0,0
5309,4107,0,0
5309,4108,0,0
5309,4109,0,0
5309,4110,1,0
5309,4111,0,0
5309,4112,0,0
5309,4113,3,0
5309,4114,0,0
5309,4115,0,0
5309,4116,0,0
5309,4117,3,0
5309,4201,0,0
5309,4202,0,0
5309,4203,0,0
5309,4205,6,1
5309,4206,0,0
5309,4207,0,0
5309,4208,0,0
5309,4209,2,0
5309,4210,0,0
5309,4211,0,0
5309,4212,0,0
5309,4213,0,0
5309,4228,0,0
5309,4290,3,0
5309,4301,2,0
5309,4302,2,0
5309,4303,0,0
5309,4304,6,1
5309,4305,6,1
5309,4306,2,0
5309,4307,0,0
5309,4308,0,0
5309,4309,4,0
5309,4310,0,0
5309,4311,14,1
5309,4312,0,0
5309,4313,0,0
5309,4331,0,0
5309,4401,0,0
5309,4402,0,0
5309,4403,0,0
5309,4404,0,0
5309,4405,0,0
5309,4406,0,0
5309,4407,0,0
5309,4408,0,0
5309,4409,0,0
5309,4412,0,0
5309,4413,0,0
5309,4414,0,0
5309,4415,0,0
5309,4416,0,0
5309,4417,0,0
5309,4418,0,0
5309,4419,0,0
5309,4420,0,0
5309,4451,0,0
5309,4452,0,0
5309,4453,0,0
5309,4501,0,0
5309,4502,1,0
5309,4503,0,0
5309,4504,0,0
5309,4505,0,0
5309,4506,0,0
5309,4507,0,0
5309,4508,0,0
5309,4509,0,0
5309,4510,0,0
5309,4511,0,0
5309,4512,0,0
5309,4513,0,0
5309,4514,0,0
5309,4601,0,0
5309,4602,0,0
5309,4690,0,0
5309,5000,25,3
5309,5101,4,0
5309,5103,7,1
5309,5104,1,0
5309,5105,35,4
5309,5106,1,0
5309,5107,4,0
5309,5108,0,0
5309,5109,12,1
5309,5110,22,2
5309,5111,6,1
5309,5113,6,1
5309,5114,11,1
5309,5115,2,0
5309,5116,15,2
5309,5117,2,0
5309,5118,2,0
5309,5119,0,0
5309,5120,3,0
5309,5132,0,0
5309,5133,0,0
5309,5134,0,0
5309,5201,1,0
5309,5202,1,0
5309,5203,8,1
5309,5204,0,0
5309,5205,1,0
5309,5206,0,0
5309,5223,0,0
5309,5226,0,0
5309,5227,6,1
5309,5301,22,2
5309,5303,4,0
5309,5304,1,0
5309,5305,20,2
5309,5306,9,1
5309,5307,0,0
5309,5308,14,1
5309,5309,21216,2122
5309,5323,7,1
5309,5325,4,0
5309,5326,1,0
5309,5328,3,0
5309,5329,15,2
5309,5331,0,0
5309,5333,1,0
5309,5334,0,0
5309,5401,0,0
5309,5402,0,0
5309,5403,0,0
5309,5404,0,0
5309,5405,0,0
5309,5406,0,0
5309,5425,0,0
5309,6101,0,0
5309,6102,0,0
5309,6103,0,0
5309,6104,0,0
5309,6105,0,0
5309,6106,0,0
5309,6107,1,0
5309,6108,0,0
5309,6109,2,0
5309,6110,0,0
5309,6201,0,0
5309,6202,0,0
5309,6203,0,0
5309,6204,0,0
5309,6205,0,0
5309,6206,0,0
5309,6207,0,0
5309,6208,0,0
5309,6209,0,0
5309,6210,0,0
5309,6211,0,0
5309,6212,0,0
5309,6229,0,0
5309,6230,0,0
5309,6301,0,0
5309,6302,0,0
5309,6322,0,0
5309,6323,0,0
5309,6325,0,0
5309,6326,0,0
5309,6327,0,0
5309,6328,0,0
5309,6401,0,0
5309,6402,0,0
5309,6403,0,0
5309,6404,0,0
5309,6405,0,0
5309,6501,0,0
5309,6502,0,0
5309,6504,0,0
5309,6505,0,0
5309,6523,0,0
5309,6527,0,0
5309,6528,0,0
5309,6529,0,0
5309,6530,0,0
5309,6531,0,0
5309,6532,0,0
5309,6540,0,0
5309,6542,0,0
5309,6543,0,0
5309,6590,0,0
5323,90,0,0
5323,1101,0,0
5323,1201,0,0
5323,1301,5,1
5323,1302,0,0
5323,1303,0,0
5323,1304,0,0
5323,1305,0,0
5323,1306,0,0
5323,1307,0,0
5323,1308,0,0
5323,1309,0,0
5323,1310,0,0
5323,1311,0,0
5323,1401,0,0
5323,1402,0,0
5323,1403,0,0
5323,1404,0,0
5323,1405,0,0
5323,1406,0,0
5323,1407,0,0
5323,1408,0,0
5323,1409,0,0
5323,1410,0,0
5323,1411,0,0
5323,1501,0,0
5323,1502,0,0
5323,1503,0,0
5323,1504,0,0
5323,1505,0,0
5323,1506,0,0
5323,1507,0,0
5323,1508,0,0
5323,1509,0,0
5323,1522,0,0
5323,1525,0,0
5323,1529,0,0
5323,2101,0,0
5323,2102,0,0
5323,2103,0,0
5323,2104,0,0
5323,2105,0,0
5323,2106,0,0
5323,2107,0,0
5323,2108,0,0
5323,2109,0,0
5323,2110,0,0
5323,2111,0,0
5323,2112,0,0
5323,2113,0,0
5323,2114,0,0
5323,2201,0,0
5323,2202,2,0
5323,2203,2,0
5323,2204,0,0
5323,2205,0,0
5323,2206,0,0
5323,2207,0,0
5323,2208,0,0
5323,2224,0,0
5323,2301,0,0
5323,2302,0,0
5323,2303,0,0
5323,2304,0,0
5323,2305,0,0
5323,2306,0,0
5323,2307,0,0
5323,2308,0,0
5323,2309,0,0
5323,2310,5,1
5323,2311,0,0
5323,2312,0,0
5323,2327,0,0
5323,3101,0,0
5323,3201,2,0
5323,3202,0,0
5323,3203,4,0
5323,3204,0,0
5323,3205,0,0
5323,3206,2,0
5323,3207,0,0
5323,3208,0,0
5323,3209,0,0
5323,3210,2,0
5323,3211,0,0
5323,3212,0,0
5323,3213,0,0
5323,3301,0,0
5323,3302,0,0
5323,3303,11,1
5323,3304,0,0
5323,3305,2,0
5323,3306,4,0
5323,3307,0,0
5323,3308,0,0
5323,3309,0,0
5323,3310,2,0
5323,3311,4,0
5323,3401,2,0
5323,3402,0,0
5323,3403,0,0
5323,3404,0,0
5323,3405,0,0
5323,3406,0,0
5323,3407,0,0
5323,3408,7,1
5323,3410,0,0
5323,3411,0,0
5323,3412,0,0
5323,3413,0,0
5323,3415,0,0
5323,3416,0,0
5323,3417,0,0
5323,3418,0,0
5323,3501,4,0
5323,3502,0,0
5323,3503,5,1
5323,3504,0,0
5323,3505,0,0
5323,3506,0,0
5323,3507,0,0
5323,3508,0,0
5323,3509,2,0
5323,3601,5,1
5323,3602,0,0
5323,3603,0,0
5323,3604,0,0
5323,3605,0,0
5323,3606,0,0
5323,3607,5,1
5323,3608,7,1
5323,3609,4,0
5323,3610,0,0
5323,3611,0,0
5323,3701,0,0
5323,3702,0,0
5323,3703,0,0
5323,3704,0,0
5323,3705,0,0
5323,3706,2,0
5323,3707,4,0
5323,3708,0,0
5323,3709,0,0
5323,3710,0,0
5323,3711,0,0
5323,3713,0,0
5323,3714,0,0
5323,3715,0,0
5323,3716,0,0
5323,3717,5,1
5323,4101,2,0
5323,4102,0,0
5323,4103,0,0
5323,4104,0,0
5323,4105,0,0
5323,4106,0,0
5323,4107,0,0
5323,4108,0,0
5323,4109,0,0
5323,4110,0,0
5323,4111,0,0
5323,4112,2,0
5323,4113,0,0
5323,4114,0,0
5323,4115,0,0
5323,4116,0,0
5323,4117,0,0
5323,4201,0,0
5323,4202,0,0
5323,4203,0,0
5323,4205,0,0
5323,4206,0,0
5323,4207,0,0
5323,4208,0,0
5323,4209,16,2
5323,4210,4,0
5323,4211,0,0
5323,4212,0,0
5323,4213,0,0
5323,4228,0,0
5323,4290,0,0
5323,4301,2,0
5323,4302,0,0
5323,4303,0,0
5323,4304,0,0
5323,4305,14,1
5323,4306,0,0
5323,4307,0,0
5323,4308,0,0
5323,4309,2,0
5323,4310,0,0
5323,4311,0,0
5323,4312,0,0
5323,4313,4,0
5323,4331,0,0
5323,4401,0,0
5323,4402,0,0
5323,4403,0,0
5323,4404,0,0
5323,4405,0,0
5323,4406,0,0
5323,4407,0,0
5323,4408,0,0
5323,4409,0,0
5323,4412,0,0
5323,4413,0,0
5323,4414,0,0
5323,4415,0,0
5323,4416,0,0
5323,4417,0,0
5323,4418,0,0
5323,4419,0,0
5323,4420,0,0
5323,4451,0,0
5323,4452,0,0
5323,4453,0,0
5323,4501,4,0
5323,4502,0,0
5323,4503,0,0
5323,4504,0,0
5323,4505,0,0
5323,4506,0,0
5323,4507,0,0
5323,4508,0,0
5323,4509,0,0
5323,4510,0,0
5323,4511,0,0
5323,4512,2,0
5323,4513,0,0
5323,4514,0,0
5323,4601,0,0
5323,4602,0,0
5323,4690,0,0
5323,5000,36,4
5323,5101,9,1
5323,5103,14,1
5323,5104,7,1
5323,5105,23,2
5323,5106,4,0
5323,5107,11,1
5323,5108,0,0
5323,5109,18,2
5323,5110,16,2
5323,5111,4,0
5323,5113,7,1
5323,5114,18,2
5323,5115,5,1
5323,5116,65,6
5323,5117,9,1
5323,5118,2,0
5323,5119,2,0
5323,5120,16,2
5323,5132,0,0
5323,5133,2,0
5323,5134,5,1
5323,5201,2,0
5323,5202,2,0
5323,5203,0,0
5323,5204,4,0
5323,5205,9,1
5323,5206,4,0
5323,5223,2,0
5323,5226,4,0
5323,5227,0,0
5323,5301,142,14
5323,5303,52,5
5323,5304,41,4
5323,5305,7,1
5323,5306,61,6
5323,5307,11,1
5323,5308,14,1
5323,5309,13,1
5323,5323,40377,4038
5323,5325,27,3
5323,5326,7,1
5323,5328,9,1
5323,5329,52,5
5323,5331,5,1
5323,5333,2,0
5323,5334,2,0
5323,5401,0,0
5323,5402,0,0
5323,5403,0,0
5323,5404,0,0
5323,5405,0,0
5323,5406,0,0
5323,5425,0,0
5323,6101,0,0
5323,6102,2,0
5323,6103,0,0
5323,6104,0,0
5323,6105,2,0
5323,6106,0,0
5323,6107,0,0
5323,6108,0,0
5323,6109,0,0
5323,6110,0,0
5323,6201,0,0
5323,6202,0,0
5323,6203,0,0
5323,6204,0,0
5323,6205,0,0
5323,6206,0,0
5323,6207,0,0
5323,6208,0,0
5323,6209,2,0
5323,6210,0,0
5323,6211,0,0
5323,6212,0,0
5323,6229,0,0
5323,6230,0,0
5323,6301,4,0
5323,6302,0,0
5323,6322,0,0
5323,6323,0,0
5323,6325,0,0
5323,6326,0,0
5323,6327,0,0
5323,6328,0,0
5323,6401,0,0
5323,6402,0,0
5323,6403,0,0
5323,6404,0,0
5323,6405,0,0
5323,6501,0,0
5323,6502,0,0
5323,6504,0,0
5323,6505,0,0
5323,6523,0,0
5323,6527,0,0
5323,6528,0,0
5323,6529,0,0
5323,6530,0,0
5323,6531,0,0
5323,6532,0,0
5323,6540,2,0
5323,6542,0,0
5323,6543,0,0
5323,6590,0,0
5325,90,0,0
5325,1101,0,0
5325,1201,0,0
5325,1301,1,0
5325,1302,0,0
5325,1303,0,0
5325,1304,1,0
5325,1305,0,0
5325,1306,0,0
5325,1307,1,0
5325,1308,0,0
5325,1309,0,0
5325,1310,0,0
5325,1311,0,0
5325,1401,0,0
5325,1402,0,0
5325,1403,0,0
5325,1404,0,0
5325,1405,0,0
5325,1406,0,0
5325,1407,1,0
5325,1408,2,0
5325,1409,1,0
5325,1410,0,0
5325,1411,0,0
5325,1501,1,0
5325,1502,0,0
5325,1503,0,0
5325,1504,0,0
5325,1505,0,0
5325,1506,0,0
5325,1507,0,0
5325,1508,0,0
5325,1509,0,0
5325,1522,0,0
5325,1525,0,0
5325,1529,0,0
5325,2101,0,0
5325,2102,0,0
5325,2103,0,0
5325,2104,0,0
5325,2105,0,0
5325,2106,0,0
5325,2107,0,0
5325,2108,1,0
5325,2109,0,0
5325,2110,0,0
5325,2111,0,0
5325,2112,0,0
5325,2113,0,0
5325,2114,0,0
5325,2201,0,0
5325,2202,0,0
5325,2203,0,0
5325,2204,0,0
5325,2205,0,0
5325,2206,0,0
5325,2207,0,0
5325,2208,0,0
5325,2224,0,0
5325,2301,0,0
5325,2302,0,0
5325,2303,0,0
5325,2304,0,0
